Industry Detail ,,,,,,,
IndustryCode,Description,Employment,Output,EmployeeCompensation,ProprietorIncome,OtherPropertyTypeIncome,TaxOnProductionAndImports
0,Total,4463428.7067389488,941441366932.8689,289744240092.01672,37015790482.382401,202371727741.84589,43814996473.358482
1,Oilseed farming,27.324758529663086,29505760.192871094,93670.189380645752,19175048.828125,9120583.5342407227,-347677.49905586243
2,Grain farming,3571.207763671875,1065145751.953125,98691032.409667969,299965698.2421875,220468338.01269531,-444247772.21679688
3,Vegetable and melon farming,10346.087890625,1188062255.859375,295435363.76953125,150475402.83203125,143884811.40136719,204825.72913169861
4,Fruit farming,38324.46484375,3324330810.546875,793976562.5,494907135.00976562,564313049.31640625,708891.51096343994
5,Tree nut farming,76.301544189453125,2705084.5623016357,2181704.044342041,321197.68857955933,66552.087664604187,1150.1605622470379
6,"Greenhouse, nursery, and floriculture production",3946.246337890625,362493713.37890625,145226882.93457031,42296409.606933594,34857963.562011719,34589.782357215881
7,Tobacco farming,0,0,0,0,0,0
8,Cotton farming,0,0,0,0,0,0
9,Sugarcane and sugar beet farming,25.640504837036133,3833999.8722076416,1289208.8890075684,910818.27878952026,538212.83578872681,-58460.738509893417
10,All other crop farming,24824.26171875,901726440.4296875,363216003.41796875,119769699.09667969,90115501.403808594,-14178953.170776367
11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",3569.715576171875,760861938.4765625,14867792.129516602,159124710.08300781,114679962.15820313,36002571.105957031
12,Dairy cattle and milk production,2370.74755859375,1131648071.2890625,65604850.769042969,86039344.787597656,58076431.274414062,4247114.1815185547
13,Poultry and egg production,613.99114990234375,372318695.06835938,27977010.726928711,7029895.7824707031,7705148.2200622559,11635274.887084961
14,"Animal production, except cattle and poultry and eggs",1720.63916015625,248550872.80273438,34447544.097900391,136842849.73144531,49666416.168212891,15711192.131042481
15,"Forestry, forest products, and timber tract production",722.04595947265625,81547515.869140625,45345954.895019531,20646383.285522461,-164785.93647480011,1634627.5806427002
16,Commercial logging,5908.32421875,720712646.484375,265440093.99414063,257145782.47070313,-17487634.658813477,17655380.249023438
17,Commercial fishing,5749.96240234375,482497894.28710938,202607620.23925781,119530784.60693359,81021965.026855469,71276153.564453125
18,Commercial hunting and trapping,119.09003448486328,16880329.132080078,24162.188172340393,14052948.951721191,39846.450090408325,1204829.0967941284
19,Support activities for agriculture and forestry,31525.7109375,1377778930.6640625,1242130615.234375,123364234.92431641,-265775451.66015625,40520866.394042969
20,Oil and gas extraction,3982.1337890625,908555053.7109375,1954256.2961578369,747690.61803817749,-221284.85143184662,750937.46185302734
21,Coal mining,79.08367919921875,23101909.637451172,1470717.0724868774,6004423.1414794922,-38545.206189155579,1178937.9119873047
22,"Copper, nickel, lead, and zinc mining",197.99148559570313,129245880.12695313,7877014.16015625,8036764.1448974609,-435736.74559593201,12933457.374572754
23,Iron ore mining,0,0,0,0,0,0
24,Gold ore mining,373.43798828125,144114593.50585938,37035537.719726562,22699304.580688477,-619866.25194549561,6108661.1747741699
25,Silver ore mining,0,0,0,0,0,0
26,Uranium-radium-vanadium ore mining,0,0,0,0,0,0
27,Other metal ore mining,87.281097412109375,27903993.606567383,5125397.2053527832,5183359.6229553223,-86774.304509162903,979639.82820510864
28,Stone mining and quarrying,1306.499267578125,257330688.4765625,43801887.512207031,48648956.298828125,-1132289.7672653198,10266579.627990723
29,Sand and gravel mining,1855.6453857421875,320702453.61328125,89611801.147460938,65546791.076660156,-936493.69478225708,12273526.191711426
30,"Other clay, ceramic, refractory minerals mining",0,0,0,0,0,0
31,"Potash, soda, and borate mineral mining",0,0,0,0,0,0
32,Phosphate rock mining,0,0,0,0,0,0
33,Other chemical and fertilizer mineral mining,0,0,0,0,0,0
34,Other nonmetallic minerals,77.171974182128906,13550796.508789063,1159138.6795043945,5448614.1204833984,-12147.077359259129,545292.85430908203
35,Drilling oil and gas wells,405.61126708984375,100508575.43945313,4349020.9579467773,1587576.5085220337,-31990.289688110352,1860543.6086654663
36,Support activities for oil and gas operations,566.26727294921875,108106201.171875,9956310.2722167969,1419690.2513504028,-53588.822484016418,1991426.8255233765
37,Metal mining services,611.3941650390625,153694732.66601563,14654571.533203125,226671.96393013001,-44208.694249391556,2577929.9736022949
38,Other nonmetallic minerals services,448.28179931640625,100574478.14941406,1317126.7509460449,122379.66060638428,-25813.249871134758,364547.52087593079
39,Electric power generation - Hydroelectric,484.099609375,322168945.3125,37122562.408447266,-45501.317828893662,110720359.80224609,61609561.920166016
40,Electric power generation - Fossil fuel,260.72998046875,519426269.53125,39482669.830322266,0,161434799.19433594,101958633.42285156
41,Electric power generation - Nuclear,0,0,0,0,0,0
42,Electric power generation - Solar,9.3994007110595703,5278393.7454223633,891086.45915985107,0,2522377.0141601562,624762.53509521484
43,Electric power generation - Wind,167.57012939453125,244230285.64453125,8040325.1647949219,-10340.056382119656,91782043.45703125,51661239.624023438
44,Electric power generation - Geothermal,0,0,0,0,0,0
45,Electric power generation - Biomass,94.214279174804688,34155834.197998047,142608.47866535187,-13650.074601173401,502909.71994400024,9359615.3259277344
46,Electric power generation - All other,4.9988584518432617,1034395.9331512451,281002.34270095825,0,-41484.832763671875,200384.33372974396
47,Electric power transmission and distribution,3228.79345703125,5959301757.8125,472186431.88476562,-17935.214564204216,1830969482.421875,1124965087.890625
48,Natural gas distribution,1084.703369140625,998245361.328125,102433059.69238281,-41613.262146711349,295938110.3515625,152208145.14160156
