Industry Detail ,,,,,,,
IndustryCode,Description,Employment,Output,EmployeeCompensation,ProprietorIncome,OtherPropertyTypeIncome,TaxOnProductionAndImports
0,Total,81134.074939666316,14744910931.642691,4711992298.6661844,348375901.48887831,2238045546.5517445,773939224.83295429
1,Oilseed farming,0.79649752378463745,152784.28792953491,224.44210480898619,-4797.2006723284721,150972.60475158691,-2012.5636365264654
2,Grain farming,0.77191239595413208,75496.971607208252,3214.1907140612602,-152.98819926101714,42670.510709285736,-1022.41151034832
3,Vegetable and melon farming,22.198101043701172,1368326.4255523682,136833.20581912994,-354095.36957740784,950935.84060668945,510.42524864897132
4,Fruit farming,4.4472866058349609,203361.33241653442,21559.081971645355,-86179.621517658234,189557.65664577484,98.712349426932633
5,Tree nut farming,0.020558474585413933,541.41465807333589,180.17683760263026,-229.48275727685541,568.95887246355414,0.4410259464293631
6,"Greenhouse, nursery, and floriculture production",9.6273393630981445,696085.09540557861,117610.69297790527,-127635.22565364838,465864.50934410095,124.63759048841894
7,Tobacco farming,0,0,0,0,0,0
8,Cotton farming,0,0,0,0,0,0
9,Sugarcane and sugar beet farming,0,0,0,0,0,0
10,All other crop farming,122.31650543212891,1159955.8591842651,235528.32007408142,-252346.36664390564,795617.75922775269,-16572.548076510429
11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",6.5083208084106445,267653.22685241699,2579.6364061534405,-42254.272848367691,144705.92141151428,9285.1463705301285
12,Dairy cattle and milk production,6.2301149368286133,1340807.5571060181,37392.809987068176,-128502.17521190643,347894.07253265381,33364.854753017426
13,Poultry and egg production,1.1647814512252808,308937.25156784058,10895.757935941219,-10565.48859924078,38068.294525146484,1658.4515105932951
14,"Animal production, except cattle and poultry and eggs",6.3716416358947754,297798.54416847229,16472.456976771355,-51600.884646177292,309665.85874557495,15893.198549747467
15,"Forestry, forest products, and timber tract production",5.3261866569519043,690935.90974807739,539625.34666061401,0,45994.71390247345,1415.0195056572557
16,Commercial logging,23.18480110168457,1447705.864906311,579336.58361434937,28541.406616568565,29220.320284366608,33798.377960920334
17,Commercial fishing,0,0,0,0,0,0
18,Commercial hunting and trapping,2.9560613632202148,64789.444208145142,0,3565.5428655445576,0,16891.248524188995
19,Support activities for agriculture and forestry,7.6037998199462891,163637.28046417236,123608.76798629761,-4614.2465434968472,-25233.475491404533,12751.67427957058
20,Oil and gas extraction,26.709257125854492,10829085.350036621,0,10171189.308166504,1635.391847230494,116441.64472818375
21,Coal mining,0,0,0,0,0,0
22,"Copper, nickel, lead, and zinc mining",0,0,0,0,0,0
23,Iron ore mining,0,0,0,0,0,0
24,Gold ore mining,0,0,0,0,0,0
25,Silver ore mining,0,0,0,0,0,0
26,Uranium-radium-vanadium ore mining,0,0,0,0,0,0
27,Other metal ore mining,0,0,0,0,0,0
28,Stone mining and quarrying,0,0,0,0,0,0
29,Sand and gravel mining,187.82046508789063,23250183.10546875,4792592.0486450195,-335566.61009788513,1045865.8933639526,2139140.1290893555
30,"Other clay, ceramic, refractory minerals mining",0,0,0,0,0,0
31,"Potash, soda, and borate mineral mining",0,0,0,0,0,0
32,Phosphate rock mining,0,0,0,0,0,0
33,Other chemical and fertilizer mineral mining,0,0,0,0,0,0
34,Other nonmetallic minerals,0,0,0,0,0,0
35,Drilling oil and gas wells,8.3908462524414062,1978340.5065536499,0,698667.70505905151,0,71546.368300914764
36,Support activities for oil and gas operations,2.8716030120849609,1099102.4971008301,0,1021519.7801589966,76.379947131499648,22627.536207437515
37,Metal mining services,2.8716914653778076,1161935.567855835,0,1090735.0778579712,155.60437168460339,13103.669509291649
38,Other nonmetallic minerals services,2.8716933727264404,1160635.1137161255,0,1088902.473449707,125.12967805378139,13700.919225811958
39,Electric power generation - Hydroelectric,0,0,0,0,0,0
40,Electric power generation - Fossil fuel,20.638452529907227,22566377.639770508,632579.2670249939,224942.6394701004,1003162.5032424927,3564358.9496612549
41,Electric power generation - Nuclear,0,0,0,0,0,0
42,Electric power generation - Solar,39.307350158691406,8449733.7341308594,827405.15470504761,373619.76504325867,908393.68104934692,1154058.9332580566
43,Electric power generation - Wind,105.48995971679688,78383964.538574219,864941.23935699463,1038440.1082992554,3829449.6536254883,14258068.084716797
44,Electric power generation - Geothermal,0,0,0,0,0,0
45,Electric power generation - Biomass,0,0,0,0,0,0
46,Electric power generation - All other,0,0,0,0,0,0
47,Electric power transmission and distribution,61.682582855224609,81093193.054199219,8878331.184387207,270432.59143829346,13519887.924194336,10068750.381469727
48,Natural gas distribution,69.784049987792969,41273311.614990234,3646972.8946685791,412761.24119758606,4094108.1047058105,4316338.062286377
