Industry Detail ,,,,,,,
IndustryCode,Description,Employment,Output,EmployeeCompensation,ProprietorIncome,OtherPropertyTypeIncome,TaxOnProductionAndImports
0,Total,34484.591216906905,5527167299.8985748,1575786338.1896167,173552085.51240507,772642985.81093299,406550080.70385063
1,Oilseed farming,24.312355041503906,14491850.852966309,48730.038106441498,3556795.8354949951,10192589.75982666,-190895.11036872864
2,Grain farming,122.17337799072266,27075984.954833984,2638600.3494262695,2038495.5406188965,11714637.756347656,-366674.30400848389
3,Vegetable and melon farming,85.988822937011719,9194002.1514892578,2104522.705078125,328880.33986091614,2489129.7817230225,3429.6282101422548
4,Fruit farming,23.183141708374023,1837363.7199401856,445865.86952209473,51476.776599884033,630374.90844726562,891.86325203627348
5,Tree nut farming,0.31458967924118042,11478.228494524956,8743.6148896813393,272.50076527707279,1873.4290497377515,9.34994295676006
6,"Greenhouse, nursery, and floriculture production",93.246047973632812,9127737.9989624023,3530164.0033721924,143642.81296730042,2285547.4948883057,1634.368090890348
7,Tobacco farming,0,0,0,0,0,0
8,Cotton farming,0,0,0,0,0,0
9,Sugarcane and sugar beet farming,0,0,0,0,0,0
10,All other crop farming,415.74453735351562,10599222.183227539,4926322.9370117188,311157.82260894775,1875428.6766052246,-151433.43806266785
11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",179.47099304199219,22666986.465454102,500065.68431854248,1045980.0958633423,7348815.4411315918,786339.52140808105
12,Dairy cattle and milk production,456.77542114257812,180368103.02734375,11514063.835144043,3026473.0453491211,20002655.029296875,4488306.999206543
13,Poultry and egg production,1.6141085624694824,845434.06963348389,68251.803517341614,3576.8023226410151,33250.998705625534,4538.4988188743591
14,"Animal production, except cattle and poultry and eggs",17.309534072875977,2076899.0516662598,262965.29173851013,248754.72486019135,1372042.5367355347,110841.93736314774
15,"Forestry, forest products, and timber tract production",3.8406281471252441,448767.57264137268,343544.18516159058,0,29281.824827194214,1020.3479323536158
16,Commercial logging,55.896713256835938,3981017.5895690918,1493364.0956878662,457983.91103744507,75321.629643440247,81523.038446903229
17,Commercial fishing,13.734807014465332,1445546.5078353882,342061.25140190125,403656.12506866455,531801.04494094849,95750.726759433746
18,Commercial hunting and trapping,0,0,0,0,0,0
19,Support activities for agriculture and forestry,302.678955078125,9268537.5213623047,5121329.7843933105,2411951.3034820557,-1045467.4959182739,509640.3956413269
20,Oil and gas extraction,13.204134941101074,7368085.3843688965,0,6942116.2605285645,1112.7169709652662,57564.731687307358
21,Coal mining,0,0,0,0,0,0
22,"Copper, nickel, lead, and zinc mining",0,0,0,0,0,0
23,Iron ore mining,0,0,0,0,0,0
24,Gold ore mining,0,0,0,0,0,0
25,Silver ore mining,0,0,0,0,0,0
26,Uranium-radium-vanadium ore mining,0,0,0,0,0,0
27,Other metal ore mining,0,0,0,0,0,0
28,Stone mining and quarrying,0,0,0,0,0,0
29,Sand and gravel mining,2.9305136203765869,510698.19927215576,203693.09186935425,-14180.217869579792,44451.028108596802,33204.346895217896
30,"Other clay, ceramic, refractory minerals mining",0,0,0,0,0,0
31,"Potash, soda, and borate mineral mining",0,0,0,0,0,0
32,Phosphate rock mining,0,0,0,0,0,0
33,Other chemical and fertilizer mineral mining,0,0,0,0,0,0
34,Other nonmetallic minerals,0,0,0,0,0,0
35,Drilling oil and gas wells,4.1481447219848633,1109586.8349075317,0,526321.82836532593,0,35370.051860809326
36,Support activities for oil and gas operations,1.4196213483810425,735257.98320770264,0,687308.78829956055,51.095295930281281,11186.272837221623
37,Metal mining services,1.4196650981903076,794157.98187255859,0,747972.07117080688,106.3522431650199,6478.0018292367458
38,Other nonmetallic minerals services,1.419666051864624,808583.73641967773,0,761381.32810592651,87.174528744071722,6773.2613533735275
39,Electric power generation - Hydroelectric,0,0,0,0,0,0
40,Electric power generation - Fossil fuel,0,0,0,0,0,0
41,Electric power generation - Nuclear,0,0,0,0,0,0
42,Electric power generation - Solar,0,0,0,0,0,0
43,Electric power generation - Wind,0,0,0,0,0,0
44,Electric power generation - Geothermal,0,0,0,0,0,0
45,Electric power generation - Biomass,0,0,0,0,0,0
46,Electric power generation - All other,0,0,0,0,0,0
47,Electric power transmission and distribution,85.980941772460938,105838737.48779297,9583855.6289672852,179575.87540149689,14594257.354736328,14076671.600341797
48,Natural gas distribution,0,0,0,0,0,0
49,"Water, sewage and other systems",26.379966735839844,6562624.9313354492,1551265.2397155762,120860.81504821777,1178175.0917434692,693567.15679168701
50,Construction of new health care structures,56.547988891601562,7693373.6801147461,2007097.0058441162,1043186.0685348511,1076673.0308532715,85088.104009628296
51,Construction of new manufacturing structures,97.680572509765625,13644072.532653809,3855138.7786865234,1645378.8280487061,1126214.0274047852,135506.58524036408
52,Construction of new power and communication structures,122.11758422851563,19518842.697143555,4304212.5701904297,2351838.1118774414,3714874.0291595459,310837.86487579346
53,Construction of new educational and vocational structures,154.05564880371094,19982149.124145508,7319242.9542541504,2187585.8306884766,2580680.6087493896,173834.1897726059
54,Construction of new highways and streets,126.205322265625,24325029.373168945,5599239.3493652344,2028343.677520752,4379084.1102600098,198173.19512367249
55,"Construction of new commercial structures, including farm structures",219.37431335449219,25853075.02746582,7510012.149810791,4010039.8063659668,1597262.5017166138,407420.36700248718
56,Construction of other new nonresidential structures,294.38900756835938,23407741.546630859,11099932.670593262,5252317.9054260254,-6678336.1434936523,284211.33756637573
57,Construction of new single-family residential structures,351.60873413085938,48353569.030761719,11930200.576782227,6735211.3723754883,7544888.0195617676,1311439.2757415772
58,Construction of new multifamily residential structures,108.04253387451172,10754454.612731934,3723399.8775482178,2082094.9077606201,2155753.6125183105,224705.32357692719
59,Construction of other new residential structures,244.63072204589844,45617038.726806641,8855298.9959716797,4591973.7815856934,5076810.8367919922,708389.22262191772
60,Maintenance and repair construction of nonresidential structures,165.27175903320313,31057054.51965332,5764338.9701843262,3173438.0722045898,2711625.0991821289,468805.76014518738
61,Maintenance and repair construction of residential structures,81.233291625976562,15818121.910095215,2682832.7178955078,1346060.9912872315,1628508.8062286377,447467.92316436768
62,"Maintenance and repair construction of highways, streets, bridges, and tunnels",60.088829040527344,5572199.821472168,2102925.0621795654,1138502.836227417,-1081634.4022750855,101662.36758232117
63,Dog and cat food manufacturing,0,0,0,0,0,0
