Industry Detail ,,,,,,,
IndustryCode,Description,Employment,Output,EmployeeCompensation,ProprietorIncome,OtherPropertyTypeIncome,TaxOnProductionAndImports
0,Total,48153.41209821403,9284601413.4266891,2185755069.0723581,393443138.07850176,1617373992.7063394,400817507.61337751
1,Oilseed farming,0.89190703630447388,5979586.124420166,14289.50484842062,4025615.2153015137,1695840.2395248413,-70459.716022014618
2,Grain farming,165.52311706542969,101678016.66259766,7640563.4880065918,24664409.637451172,26806474.685668945,-42407562.255859375
3,Vegetable and melon farming,1663.0179443359375,281001434.32617188,54453487.396240234,25680212.020874023,59365211.486816406,48445.54141163826
4,Fruit farming,4066.09228515625,714095153.80859375,94817146.301269531,91952140.808105469,211313446.04492188,152276.03912353516
5,Tree nut farming,4.888455867767334,358413.13004493713,160957.33642578125,28679.024428129196,151057.45196342468,152.39178901538253
6,"Greenhouse, nursery, and floriculture production",185.04269409179688,32727157.592773438,7829792.0227050781,1812540.0543212891,10434998.512268066,3122.8826846927404
7,Tobacco farming,0,0,0,0,0,0
8,Cotton farming,0,0,0,0,0,0
9,Sugarcane and sugar beet farming,0,0,0,0,0,0
10,All other crop farming,1782.2490234375,159429092.40722656,40499965.667724609,17312597.274780273,43514175.415039062,-2506899.356842041
11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",107.67934417724609,116642837.52441406,1398993.9689636231,17334098.815917969,25521417.617797852,5519321.9184875488
12,Dairy cattle and milk production,100.11543273925781,106878921.50878906,3327806.7111968994,5171922.2068786621,11307415.008544922,401120.30506134033
13,Poultry and egg production,13.381227493286133,20236940.383911133,921388.38768005371,140385.38932800293,1259788.8708114624,632421.55313491821
14,"Animal production, except cattle and poultry and eggs",7.2929439544677734,4469307.8994750977,303960.97898483276,1498124.4802474976,2189890.1462554932,282510.22100448608
15,"Forestry, forest products, and timber tract production",2.4736239910125732,233771.78609371185,180500.13482570648,0,-655.93246836215258,5673.2650846242905
16,Commercial logging,67.7740478515625,7403463.3636474609,2405696.3920593262,2683020.1148986816,-158491.28365516663,202461.68971061707
17,Commercial fishing,0,0,0,0,0,0
18,Commercial hunting and trapping,14.70664119720459,1579267.144203186,24162.188172340393,1211061.4776611328,39846.450090408325,148015.11168479919
19,Support activities for agriculture and forestry,2804.162109375,106272552.49023438,101539489.74609375,1727134.2277526856,-21726146.697998047,3608280.1818847656
20,Oil and gas extraction,75.984115600585938,17294134.140014648,0,5093.5810431838036,0,14329.520054161549
21,Coal mining,0,0,0,0,0,0
22,"Copper, nickel, lead, and zinc mining",0,0,0,0,0,0
23,Iron ore mining,0,0,0,0,0,0
24,Gold ore mining,0,0,0,0,0,0
25,Silver ore mining,0,0,0,0,0,0
26,Uranium-radium-vanadium ore mining,0,0,0,0,0,0
27,Other metal ore mining,0,0,0,0,0,0
28,Stone mining and quarrying,0,0,0,0,0,0
29,Sand and gravel mining,8.134190559387207,1172883.6297988892,192182.30247497559,252741.90306663513,-2008.4129646420479,54004.926234483719
30,"Other clay, ceramic, refractory minerals mining",0,0,0,0,0,0
31,"Potash, soda, and borate mineral mining",0,0,0,0,0,0
32,Phosphate rock mining,0,0,0,0,0,0
33,Other chemical and fertilizer mineral mining,0,0,0,0,0,0
34,Other nonmetallic minerals,20.165092468261719,2495332.7178955078,454848.58751296997,227859.24375057221,-4766.5401361882687,142480.46278953552
35,Drilling oil and gas wells,5.7465767860412598,1340697.0500946045,0,380.29762799851596,0,26356.354355812073
36,Support activities for oil and gas operations,12.71406364440918,2483060.1215362549,197143.70369911194,113978.34867238998,-1061.1057514324784,44682.595878839493
37,Metal mining services,8.2042980194091797,1863960.2661132813,0,545.59489944949746,0,34676.410257816315
38,Other nonmetallic minerals services,8.2055826187133789,1815642.7145004273,0,549.80872664600611,0,6675.4352301359177
39,Electric power generation - Hydroelectric,0,0,0,0,0,0
40,Electric power generation - Fossil fuel,0,0,0,0,0,0
41,Electric power generation - Nuclear,0,0,0,0,0,0
42,Electric power generation - Solar,0,0,0,0,0,0
43,Electric power generation - Wind,0,0,0,0,0,0
44,Electric power generation - Geothermal,0,0,0,0,0,0
45,Electric power generation - Biomass,0,0,0,0,0,0
46,Electric power generation - All other,0,0,0,0,0,0
47,Electric power transmission and distribution,5.0119891166687012,5820895.6718444824,27632.186189293861,232.96341532841325,107147.68618345261,1756756.067276001
48,Natural gas distribution,0,0,0,0,0,0
49,"Water, sewage and other systems",23.116609573364258,4019472.1221923828,127443.07518005371,1075.8723365142942,224997.10321426392,1020637.7506256104
50,Construction of new health care structures,59.512161254882812,8743309.9746704102,2367980.95703125,1108513.2360458374,1467089.5338058472,135909.91497039795
51,Construction of new manufacturing structures,103.85031890869141,15892056.465148926,4884593.9636230469,1733910.9182357788,1741631.6270828247,215411.51404380798
52,Construction of new power and communication structures,133.59721374511719,22755125.045776367,5248241.9013977051,2543349.2660522461,4887545.5856323242,408181.30970001221
53,Construction of new educational and vocational structures,179.42684936523438,24001888.275146484,8483179.0924072266,2327247.142791748,3872890.7108306885,326237.44010925293
54,Construction of new highways and streets,126.01559448242188,25318277.359008789,5457218.6470031738,2179706.5734863281,5208231.9259643555,371152.10294723511
55,"Construction of new commercial structures, including farm structures",241.61410522460938,30112871.170043945,9382081.9854736328,4288489.818572998,2182964.3249511719,681167.6025390625
56,Construction of other new nonresidential structures,319.5718994140625,26542327.880859375,12891970.634460449,5692570.686340332,-7093976.0208129883,451629.07242774963
57,Construction of new single-family residential structures,375.73098754882812,53430572.509765625,14594981.193542481,7211739.0632629395,8411242.4850463867,951601.74369812012
58,Construction of new multifamily residential structures,115.85740661621094,12396660.804748535,4558362.0071411133,2220092.7734375,2669690.8473968506,194230.52668571472
59,Construction of other new residential structures,265.04788208007812,52496994.018554688,10749973.297119141,4883000.373840332,7007355.6900024414,1270012.6171112061
60,Maintenance and repair construction of nonresidential structures,177.64207458496094,35390594.482421875,7099887.8479003906,3372715.950012207,3742786.169052124,818815.41013717651
61,Maintenance and repair construction of residential structures,90.5919189453125,18992273.330688477,3522896.2898254395,1541770.2198028565,2297760.9634399414,797560.81104278564
62,"Maintenance and repair construction of highways, streets, bridges, and tunnels",64.611557006835938,6389743.3280944824,2615353.5842895508,1208807.8260421753,-1158899.3072509766,164545.53604125977
63,Dog and cat food manufacturing,0,0,0,0,0,0
64,Other animal food manufacturing,121.90633392333984,122688865.66162109,6826936.7218017578,-202822.28291034699,4207885.7421875,3160591.6023254395
65,Flour milling,0,0,0,0,0,0
66,Rice milling,0,0,0,0,0,0
67,Malt manufacturing,0,0,0,0,0,0
68,Wet corn milling,47.971656799316406,87439071.655273438,3985798.3589172363,-47317.013144493103,4524044.5137023926,582364.26115036011
69,Soybean and other oilseed processing,40.844387054443359,183641891.47949219,1924336.4334106445,-5004.7542899847031,6787034.0347290039,952181.39886856079
70,Fats and oils refining and blending,0,0,0,0,0,0
71,Breakfast cereal manufacturing,0,0,0,0,0,0
72,Beet sugar manufacturing,0,0,0,0,0,0
73,Sugar cane mills and refining,0,0,0,0,0,0
74,Nonchocolate confectionery manufacturing,0,0,0,0,0,0
75,Chocolate and confectionery manufacturing from cacao beans,0,0,0,0,0,0
76,Confectionery manufacturing from purchased chocolate,0,0,0,0,0,0
77,"Frozen fruits, juices and vegetables manufacturing",1212.3167724609375,539270996.09375,70534637.451171875,-243531.4953327179,54795413.970947266,3008498.1918334961
78,Frozen specialties manufacturing,180.57145690917969,70892082.214355469,12425190.925598145,-4442.8398832678795,5898623.9433288574,291269.57058906555
79,Canned fruits and vegetables manufacturing,0,0,0,0,0,0
80,Canned specialties,0,0,0,0,0,0
81,Dehydrated food products manufacturing,327.731201171875,152579406.73828125,23470693.588256836,-256141.90101623535,18288927.07824707,726611.79304122925
82,Cheese manufacturing,0,0,0,0,0,0
83,"Dry, condensed, and evaporated dairy product manufacturing",0,0,0,0,0,0
84,Fluid milk manufacturing,0,0,0,0,0,0
85,Creamery butter manufacturing,0,0,0,0,0,0
86,Ice cream and frozen dessert manufacturing,0,0,0,0,0,0
87,Frozen cakes and other pastries manufacturing,39.987949371337891,3647257.8048706055,1201452.1360397339,34306.015819311142,139374.40514564514,671366.87040328979
88,Poultry processing,0,0,0,0,0,0
89,"Animal, except poultry, slaughtering",10.49413013458252,6848563.6711120605,380362.71929740906,-31851.358711719513,122278.01233530045,48869.352787733078
90,Meat processed from carcasses,21.070108413696289,10546565.055847168,925494.13442611694,-14325.623400509358,81843.316555023193,69842.971861362457
91,Rendering and meat byproduct processing,1.5140467882156372,528218.98460388184,59843.80841255188,0,7084.3901485204697,7696.4129693806171
92,Seafood product preparation and packaging,0,0,0,0,0,0
93,"Bread and bakery product, except frozen, manufacturing",49.293556213378906,6005034.9235534668,1239990.5920028687,-12.578378118632827,284590.63172340393,369057.0592880249
94,Cookie and cracker manufacturing,0,0,0,0,0,0
95,"Dry pasta, mixes, and dough manufacturing",0,0,0,0,0,0
96,Tortilla manufacturing,0,0,0,0,0,0
97,Roasted nuts and peanut butter manufacturing,2.5601520538330078,1263927.2212982178,188768.05901527405,0,205701.544880867,5788.5716669261456
98,Other snack food manufacturing,38.418434143066406,18642400.741577148,1974111.0801696777,-52396.021783351898,1787486.3147735596,123793.3486700058
99,Coffee and tea manufacturing,0,0,0,0,0,0
100,Flavoring syrup and concentrate manufacturing,0,0,0,0,0,0
101,"Mayonnaise, dressing, and sauce manufacturing",0,0,0,0,0,0
102,Spice and extract manufacturing,0,0,0,0,0,0
103,All other food manufacturing,0,0,0,0,0,0
104,Bottled and canned soft drinks & water,0,0,0,0,0,0
105,Manufactured ice,0,0,0,0,0,0
106,Breweries,1.777793288230896,768400.72870254517,53142.60721206665,40071.982890367508,68020.31397819519,61593.230813741684
107,Wineries,188.26611328125,61905822.75390625,8876729.0115356445,160730.46624660492,5429290.771484375,1747665.5244827271
108,Distilleries,0,0,0,0,0,0
109,Tobacco product manufacturing,0,0,0,0,0,0
110,"Fiber, yarn, and thread mills",0,0,0,0,0,0
111,Broadwoven fabric mills,0.46140196919441223,101536.16964817047,0,-1593619.4658279419,0,1225.1230655238032
112,Narrow fabric mills and schiffli machine embroidery,0,0,0,0,0,0
113,Nonwoven fabric mills,0,0,0,0,0,0
114,Knit fabric mills,0,0,0,0,0,0
115,Textile and fabric finishing mills,0,0,0,0,0,0
116,Fabric coating mills,0,0,0,0,0,0
117,Carpet and rug mills,0,0,0,0,0,0
118,Curtain and linen mills,0,0,0,0,0,0
119,Textile bag and canvas mills,50.819217681884766,8201379.7760009766,3045734.8823547363,-746551.7520904541,329595.32737731934,90602.52457857132
120,"Rope, cordage, twine, tire cord and tire fabric mills",0,0,0,0,0,0
121,Other textile product mills,1.9504820108413696,146477.22244262695,90673.41685295105,-137101.02438926697,8324.9444141983986,3122.4791891872883
122,Hosiery and sock mills,0.23200568556785584,22249.763831496239,5682.098213583231,0,509.48001444339752,3651.8529523164034
123,Other apparel knitting mills,0.23261815309524536,25591.962039470673,5697.859451174736,0,484.28968875668943,5408.3308205008507
124,Cut and sew apparel contractors,1.8100638389587402,3857.696196064353,5670.7896292209625,-1121813.2972717285,45.662451157113537,3850.7373537868261
125,Mens and boys cut and sew apparel manufacturing,0.23100917041301727,27956.848964095116,5669.8424741625786,0,519.8594881221652,905.70660540834069
126,Womens and girls cut and sew apparel manufacturing,0.23104089498519898,42272.359132766724,5670.2429428696632,0,880.37521345540881,1039.0847455710173
127,Other cut and sew apparel manufacturing,0.23150818049907684,24849.213659763336,5677.1012023091316,0,493.30998444929719,1695.332583039999
128,Apparel accessories and other apparel manufacturing,0.23115904629230499,22864.285856485367,5672.7216579020023,0,465.55232256650925,1433.6721505969763
129,Leather and hide tanning and finishing,0,0,0,0,0,0
130,Footwear manufacturing,0,0,0,0,0,0
131,Other leather and allied product manufacturing,0.85557413101196289,66010.922193527222,0,-1365012.8841400147,0,676.21556809172034
132,Sawmills,0,0,0,0,0,0
133,Wood preservation,0,0,0,0,0,0
134,Veneer and plywood manufacturing,0,0,0,0,0,0
135,Engineered wood member and truss manufacturing,0,0,0,0,0,0
136,Reconstituted wood product manufacturing,0,0,0,0,0,0
137,Wood windows and door manufacturing,0,0,0,0,0,0
138,"Cut stock, resawing lumber, and planing",0,0,0,0,0,0
139,"Other millwork, including flooring",0,0,0,0,0,0
140,Wood container and pallet manufacturing,12.795413017272949,1772790.789604187,428293.55597496033,0,82897.312939167023,17228.562384843826
141,Manufactured home (mobile home) manufacturing,0,0,0,0,0,0
142,Prefabricated wood building manufacturing,0,0,0,0,0,0
143,All other miscellaneous wood product manufacturing,6.9163069725036621,1118520.6174850464,259916.48435592651,0,75481.481850147247,10768.909007310867
144,Pulp mills,0,0,0,0,0,0
145,Paper mills,0,0,0,0,0,0
146,Paperboard mills,0,0,0,0,0,0
147,Paperboard container manufacturing,76.05535888671875,35270523.071289062,5048434.7343444824,0,1488881.7071914673,373544.30556297302
148,Paper bag and coated and treated paper manufacturing,0,0,0,0,0,0
149,Stationery product manufacturing,0,0,0,0,0,0
150,Sanitary paper product manufacturing,0,0,0,0,0,0
151,All other converted paper product manufacturing,0,0,0,0,0,0
152,Printing,14.485842704772949,1974505.4244995117,393746.61445617676,185377.86602973938,114113.63631486893,25216.067209839821
153,Support activities for printing,0,0,0,0,0,0
154,Petroleum refineries,0,0,0,0,0,0
155,Asphalt paving mixture and block manufacturing,4.7460365295410156,3817940.9503936768,488360.58378219604,0,318492.91920661926,5787.3502373695374
156,Asphalt shingle and coating materials manufacturing,0,0,0,0,0,0
157,Petroleum lubricating oil and grease manufacturing,0,0,0,0,0,0
158,All other petroleum and coal products manufacturing,0,0,0,0,0,0
159,Petrochemical manufacturing,0,0,0,0,0,0
160,Industrial gas manufacturing,7.5724358558654785,8010940.5517578125,885900.49743652344,0,1617021.7990875244,141005.81407546997
161,Synthetic dye and pigment manufacturing,0,0,0,0,0,0
162,Other basic inorganic chemical manufacturing,24.875040054321289,20514200.210571289,2841271.4004516602,0,3633970.0222015381,309204.36978340149
163,Other basic organic chemical manufacturing,275.6119384765625,409238677.97851562,27841564.178466797,405.25550139136612,28776367.1875,5784181.1180114746
164,Plastics material and resin manufacturing,0,0,0,0,0,0
165,Synthetic rubber manufacturing,0,0,0,0,0,0
166,Artificial and synthetic fibers and filaments manufacturing,0,0,0,0,0,0
167,Nitrogenous fertilizer manufacturing,0,0,0,0,0,0
168,Phosphatic fertilizer manufacturing,0,0,0,0,0,0
169,Fertilizer mixing,24.985689163208008,14916110.038757324,1913575.4108428955,2272.4771406501532,2532802.3433685303,210680.0377368927
170,Pesticide and other agricultural chemical manufacturing,0,0,0,0,0,0
171,Medicinal and botanical manufacturing,29.790847778320312,15025743.48449707,1906724.6913909912,1832.0824019610882,2058069.9443817139,235869.98879909515
172,Pharmaceutical preparation manufacturing,12.764151573181152,17180761.337280273,1337664.4849777222,0,4378844.2611694336,642765.46239852905
173,In-vitro diagnostic substance manufacturing,0,0,0,0,0,0
174,Biological product (except diagnostic) manufacturing,0,0,0,0,0,0
175,Paint and coating manufacturing,0,0,0,0,0,0
