Industry Detail ,,,,,,,
IndustryCode,Description,Employment,Output,EmployeeCompensation,ProprietorIncome,OtherPropertyTypeIncome,TaxOnProductionAndImports
0,Total,2155.7585517717525,350896480.57461452,80416470.621788904,31848664.180708513,50816161.025473371,20008850.643509232
1,Oilseed farming,0.29572552442550659,186421.08142375946,781.33767237886786,234853.55079174042,-56700.553745031357,-2196.6700442135334
2,Grain farming,186.83038330078125,31735406.875610352,4182539.9398803711,14405512.809753418,-159130.06663322449,-13236108.779907227
3,Vegetable and melon farming,18.147781372070312,1094427.7048110962,371964.87188339233,187162.19067573547,-15815.000981092453,188.68281040340662
4,Fruit farming,42.146286010742188,2095860.7196807861,488079.84590530396,505020.67804336548,175267.51756668091,446.9283448997885
5,Tree nut farming,0.0020791543647646904,67.790380853693932,53.394021961139515,10.150548405363224,0.72146718821386457,0.028823434305991213
6,"Greenhouse, nursery, and floriculture production",0,0,0,0,0,0
7,Tobacco farming,0,0,0,0,0,0
8,Cotton farming,0,0,0,0,0,0
9,Sugarcane and sugar beet farming,0,0,0,0,0,0
10,All other crop farming,71.795669555664062,858058.57181549072,382297.72448539734,174362.30182647705,-11312.386021018028,-13492.309488356113
11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",24.872264862060547,2604149.1031646729,54779.909551143646,724185.88399887085,209053.30777168274,123223.49101305008
12,Dairy cattle and milk production,0,0,0,0,0,0
13,Poultry and egg production,0.78618019819259644,491882.35402107239,39278.678596019745,6385.2705061435699,10764.335282146931,15371.741726994515
14,"Animal production, except cattle and poultry and eggs",13.566149711608887,2103529.4532775879,250913.38157653809,1319462.8953933716,287099.80845451355,132966.56310558319
15,"Forestry, forest products, and timber tract production",0.25938031077384949,22023.601457476616,16428.541392087936,0,-59.700862038880587,594.889628700912
16,Commercial logging,3.3444242477416992,143950.52194595337,17637.522891163826,5441.0370066761971,-1161.9894066825509,9978.6771461367607
17,Commercial fishing,0,0,0,0,0,0
18,Commercial hunting and trapping,0.55323940515518188,14097.417704761028,0,1561.6551972925663,0,5598.1660261750221
19,Support activities for agriculture and forestry,62.672092437744141,2496119.499206543,2212679.1477203369,204227.56671905518,-473441.33257865906,80549.761652946472
20,Oil and gas extraction,0,0,0,0,0,0
21,Coal mining,0,0,0,0,0,0
22,"Copper, nickel, lead, and zinc mining",0,0,0,0,0,0
23,Iron ore mining,0,0,0,0,0,0
24,Gold ore mining,0,0,0,0,0,0
25,Silver ore mining,0,0,0,0,0,0
26,Uranium-radium-vanadium ore mining,0,0,0,0,0,0
27,Other metal ore mining,0,0,0,0,0,0
28,Stone mining and quarrying,4.8869857788085938,821248.05450439453,129431.1136007309,74286.811053752899,-3345.8264078944921,38306.70565366745
29,Sand and gravel mining,0,0,0,0,0,0
30,"Other clay, ceramic, refractory minerals mining",0,0,0,0,0,0
31,"Potash, soda, and borate mineral mining",0,0,0,0,0,0
32,Phosphate rock mining,0,0,0,0,0,0
33,Other chemical and fertilizer mineral mining,0,0,0,0,0,0
34,Other nonmetallic minerals,0,0,0,0,0,0
35,Drilling oil and gas wells,0,0,0,0,0,0
36,Support activities for oil and gas operations,0,0,0,0,0,0
37,Metal mining services,0,0,0,0,0,0
38,Other nonmetallic minerals services,0,0,0,0,0,0
39,Electric power generation - Hydroelectric,0,0,0,0,0,0
40,Electric power generation - Fossil fuel,0,0,0,0,0,0
41,Electric power generation - Nuclear,0,0,0,0,0,0
42,Electric power generation - Solar,0,0,0,0,0,0
43,Electric power generation - Wind,0,0,0,0,0,0
44,Electric power generation - Geothermal,0,0,0,0,0,0
45,Electric power generation - Biomass,0,0,0,0,0,0
46,Electric power generation - All other,0,0,0,0,0,0
47,Electric power transmission and distribution,34.048625946044922,57274433.135986328,3838457.5843811035,-40661.532431840897,14884159.088134766,11900205.612182617
48,Natural gas distribution,0,0,0,0,0,0
49,"Water, sewage and other systems",0,0,0,0,0,0
50,Construction of new health care structures,3.1498327255249023,534780.02548217773,171967.81933307648,55162.698030471802,106543.17587614059,7189.552765339613
51,Construction of new manufacturing structures,5.2026910781860352,850940.88315963745,285128.98087501526,86813.502013683319,101664.4611954689,10791.687294840813
52,Construction of new power and communication structures,7.6830534934997559,1516453.3853530884,417467.11730957031,130765.24436473846,388775.82550048828,23458.408191800117
53,Construction of new educational and vocational structures,9.2548542022705078,1361606.5979003906,525824.48720932007,115081.70515298843,240058.67540836334,16816.213726997375
54,Construction of new highways and streets,7.4865512847900391,1674938.440322876,423447.54934310913,106341.75688028336,404127.65741348267,22046.985104680061
55,"Construction of new commercial structures, including farm structures",12.806580543518066,1790562.5104904175,667237.0433807373,212271.64566516876,155248.55256080627,36104.395985603333
56,Construction of other new nonresidential structures,17.609395980834961,1533214.9267196655,942290.96174240112,280043.00594329834,-518507.95745849609,24876.590818166733
57,Construction of new single-family residential structures,20.97572135925293,3365104.9137115479,1090395.450592041,350441.54524803162,628406.46505355835,53108.79647731781
58,Construction of new multifamily residential structures,6.3245391845703125,809852.18286514282,340644.74701881409,108751.10328197479,199505.0311088562,10597.661137580872
59,Construction of other new residential structures,14.179781913757324,3134400.3677368164,785005.80787658691,240435.27245521545,511704.98132705688,67898.578941822052
60,Maintenance and repair construction of nonresidential structures,9.4681262969970703,2091064.453125,521594.52438354492,165916.94951057434,274964.42198753357,43615.587055683136
61,Maintenance and repair construction of residential structures,4.2600727081298828,989626.10960006714,225416.34738445282,70305.883884429932,147024.7358083725,37492.461502552032
62,"Maintenance and repair construction of highways, streets, bridges, and tunnels",3.3886656761169434,358508.22925567627,186411.69369220734,59365.887194871902,-82601.599395275116,8625.2167820930481
63,Dog and cat food manufacturing,0,0,0,0,0,0
64,Other animal food manufacturing,0,0,0,0,0,0
65,Flour milling,0,0,0,0,0,0
66,Rice milling,0,0,0,0,0,0
67,Malt manufacturing,0,0,0,0,0,0
68,Wet corn milling,0,0,0,0,0,0
69,Soybean and other oilseed processing,0,0,0,0,0,0
70,Fats and oils refining and blending,0,0,0,0,0,0
71,Breakfast cereal manufacturing,0,0,0,0,0,0
72,Beet sugar manufacturing,0,0,0,0,0,0
73,Sugar cane mills and refining,0,0,0,0,0,0
74,Nonchocolate confectionery manufacturing,10.393672943115234,4034295.5589294434,443336.18879318237,9323.6574903130531,187059.55147743225,22237.148135900497
75,Chocolate and confectionery manufacturing from cacao beans,0,0,0,0,0,0
