Industry Detail ,,,,,,,
IndustryCode,Description,Employment,Output,EmployeeCompensation,ProprietorIncome,OtherPropertyTypeIncome,TaxOnProductionAndImports
0,Total,35104.566519729793,4909553899.3608208,1612249280.0720501,314388434.02820385,805055939.98111165,287085027.94212151
1,Oilseed farming,0,0,0,0,0,0
2,Grain farming,2.8133411407470703,212859.64548587799,64753.241837024689,14697.762206196785,44266.942888498306,-88778.860867023468
3,Vegetable and melon farming,27.152446746826172,735659.83772277832,577117.26427078247,19137.33035326004,-231047.3769903183,126.83009845204651
4,Fruit farming,54.18878173828125,1201139.6884918213,645645.49922943115,44026.434421539307,-20079.135894775391,256.13504112698138
5,Tree nut farming,1.0069377422332764,14890.170656144619,27070.505544543266,339.15197127498686,-13211.539015173912,6.3310731093224604
6,"Greenhouse, nursery, and floriculture production",19.738662719726562,780240.83375930786,755684.31615829468,12300.483882427216,-289325.71411132812,74.451942055020481
7,Tobacco farming,0,0,0,0,0,0
8,Cotton farming,0,0,0,0,0,0
9,Sugarcane and sugar beet farming,0,0,0,0,0,0
10,All other crop farming,142.87159729003906,749178.05194854736,770445.58525085449,23157.620802521706,-317455.64937591553,-11780.247092247009
11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",78.879814147949219,3609594.3450927734,175261.28888130188,152691.84112548828,1041533.7085723877,170799.28517341614
12,Dairy cattle and milk production,43.727241516113281,7204784.8701477051,908148.52714538574,99241.919815540314,327823.37069511414,27039.807289838791
13,Poultry and egg production,0.40377116203308105,114191.62154197693,21047.571673989296,225.48910055775195,-8173.1053069233894,3568.5852635651827
14,"Animal production, except cattle and poultry and eggs",42.164348602294922,2904873.1327056885,799787.46175765991,277171.790599823,1520460.844039917,183620.45288085938
15,"Forestry, forest products, and timber tract production",1.4289928674697876,138502.38919258118,107740.3724193573,0,-391.52553654275835,3277.4000428617001
16,Commercial logging,16.991378784179688,2551023.2448577881,234131.1126947403,1712287.5452041626,-15424.947254359722,50731.562077999115
17,Commercial fishing,72.611228942871094,5139636.0397338867,444892.61507987976,2444233.4175109863,1315153.1219482422,902049.30305480957
18,Commercial hunting and trapping,0,0,0,0,0,0
19,Support activities for agriculture and forestry,53.717323303222656,3077111.4826202393,990006.44683837891,1825052.6189804077,-211829.17058467865,69276.086986064911
20,Oil and gas extraction,407.83343505859375,92801063.537597656,0,4716.2789851427078,0,76911.568641662598
21,Coal mining,0,0,0,0,0,0
22,"Copper, nickel, lead, and zinc mining",0,0,0,0,0,0
23,Iron ore mining,0,0,0,0,0,0
24,Gold ore mining,0,0,0,0,0,0
25,Silver ore mining,0,0,0,0,0,0
26,Uranium-radium-vanadium ore mining,0,0,0,0,0,0
27,Other metal ore mining,0,0,0,0,0,0
28,Stone mining and quarrying,69.677825927734375,10355668.067932129,326486.14048957825,1181592.3452377319,-8439.747616648674,549854.87461090088
29,Sand and gravel mining,53.397037506103516,6202218.0557250977,472397.68505096436,942457.19909667969,-4936.8208274245262,354928.94053459167
30,"Other clay, ceramic, refractory minerals mining",0,0,0,0,0,0
31,"Potash, soda, and borate mineral mining",0,0,0,0,0,0
32,Phosphate rock mining,0,0,0,0,0,0
33,Other chemical and fertilizer mineral mining,0,0,0,0,0,0
34,Other nonmetallic minerals,0,0,0,0,0,0
35,Drilling oil and gas wells,38.142471313476562,8895839.6911621094,0,-411.60944965668023,0,174938.32111358643
36,Support activities for oil and gas operations,44.072002410888672,7533159.7328186035,0,504.37718164175749,0,155064.03148174286
37,Metal mining services,44.035346984863281,10002105.712890625,0,505.18044736236334,0,186120.46539783478
38,Other nonmetallic minerals services,44.042240142822266,9742750.1678466797,0,509.08216508105397,0,35829.402506351471
39,Electric power generation - Hydroelectric,0,0,0,0,0,0
40,Electric power generation - Fossil fuel,0,0,0,0,0,0
41,Electric power generation - Nuclear,0,0,0,0,0,0
42,Electric power generation - Solar,0,0,0,0,0,0
43,Electric power generation - Wind,0,0,0,0,0,0
44,Electric power generation - Geothermal,0,0,0,0,0,0
45,Electric power generation - Biomass,0,0,0,0,0,0
46,Electric power generation - All other,0,0,0,0,0,0
47,Electric power transmission and distribution,19.142732620239258,30316888.809204102,1767768.8598632813,309.41489967517555,6854772.5677490234,6687177.6580810547
48,Natural gas distribution,0.23191268742084503,194135.29336452484,12444.070540368557,0,35952.009260654449,50018.038600683212
49,"Water, sewage and other systems",53.633720397949219,13694028.854370117,1877801.2990951538,1001.7985478043556,3315204.6203613281,2362517.3568725586
50,Construction of new health care structures,54.939041137695312,7611110.2104187012,1478903.4128189087,1707975.8644104004,916258.99076461792,125695.63090801239
51,Construction of new manufacturing structures,95.474037170410156,13508088.111877441,2850700.1399993896,2716149.5685577393,1016434.4310760498,198424.92043972015
52,Construction of new power and communication structures,134.95443725585938,20609199.523925781,3291513.204574585,4073067.6651000977,3065297.1267700195,413297.71280288696
53,Construction of new educational and vocational structures,125.56114196777344,15559244.155883789,3738651.7524719238,3591447.5917816162,1706835.3891372681,229562.32726573944
54,Construction of new highways and streets,111.95951843261719,20999874.114990234,3373113.6322021484,3325603.723526001,3219214.6778106689,329855.71026802063
55,"Construction of new commercial structures, including farm structures",215.52177429199219,26351451.873779297,5702284.3360900879,6601709.3658447266,1326771.8553543091,608849.58505630493
56,Construction of other new nonresidential structures,279.04486083984375,25291322.708129883,7565905.5709838867,8745123.8632202148,-4163238.525390625,394937.69407272339
57,Construction of new single-family residential structures,347.63787841796875,46693809.509277344,9024403.5720825195,10989902.496337891,5200859.546661377,882076.08461380005
58,Construction of new multifamily residential structures,106.97430419921875,10580229.759216309,2807887.7925872803,3405074.1195678711,1644492.506980896,179669.26097869873
59,Construction of other new residential structures,237.80612182617188,44823802.947998047,6363611.6981506348,7521539.6881103516,4148111.8202209473,1142036.7956161499
60,Maintenance and repair construction of nonresidential structures,162.28524780273438,31087919.235229492,4295632.8392028809,5181690.6929016113,2264491.3196563721,749487.93649673462
61,Maintenance and repair construction of residential structures,85.70257568359375,17065620.422363281,2283438.6825561523,2289291.1434173584,1489341.7358398438,755893.70727539062
62,"Maintenance and repair construction of highways, streets, bridges, and tunnels",58.068153381347656,6054018.497467041,1539885.9977722168,1848888.7548446655,-682344.73466873169,148178.41351032257
63,Dog and cat food manufacturing,0,0,0,0,0,0
64,Other animal food manufacturing,0.30486154556274414,315884.85836982727,20029.14622426033,0,12345.266528427601,11684.410274028778
65,Flour milling,0,0,0,0,0,0
66,Rice milling,0,0,0,0,0,0
67,Malt manufacturing,0,0,0,0,0,0
68,Wet corn milling,0,0,0,0,0,0
69,Soybean and other oilseed processing,0,0,0,0,0,0
