Industry Detail ,,,,,,,
IndustryCode,Description,Employment,Output,EmployeeCompensation,ProprietorIncome,OtherPropertyTypeIncome,TaxOnProductionAndImports
0,Total,93751.379207059741,16461909527.182579,4382088859.1231785,477735859.19356263,2518830618.876626,1076648586.5560973
1,Oilseed farming,21.200721740722656,8017685.8901977539,35509.936511516571,8288730.6213378906,-793120.26500701904,-105613.61908912659
2,Grain farming,134.32075500488281,19917245.864868164,2556504.487991333,6316241.2643432617,3170932.5313568115,-269727.64730453491
3,Vegetable and melon farming,184.88052368164063,13698159.217834473,4129896.6407775879,2063951.4923095703,1135533.5712432861,5109.808873385191
4,Fruit farming,189.12034606933594,10387452.125549316,3320061.206817627,1225826.9786834717,1827870.24974823,5042.1077758073807
5,Tree nut farming,4.8816428184509277,126389.10114765167,126810.07385253906,12638.817541301251,-19549.133256077766,102.95411630067974
6,"Greenhouse, nursery, and floriculture production",30.65772819519043,2134176.2542724609,1087151.1697769165,141466.94540977478,162997.18618392944,382.13515654206276
7,Tobacco farming,0,0,0,0,0,0
8,Cotton farming,0,0,0,0,0,0
9,Sugarcane and sugar beet farming,0,0,0,0,0,0
10,All other crop farming,437.26492309570312,7259927.2727966309,4444358.8256835938,897724.27082061768,-470623.58260154724,-103724.19655323029
11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",63.336822509765625,5086611.270904541,147805.21392822266,988694.54860687256,859559.17835235596,176459.4167470932
12,Dairy cattle and milk production,135.34768676757813,36787670.135498047,3093136.7874145508,2600059.7476959229,1352192.9979324341,915429.89015579224
13,Poultry and egg production,0.64016050100326538,228661.28385066986,24313.919246196747,4074.8515166342258,31.518033210886642,1227.5102781131864
14,"Animal production, except cattle and poultry and eggs",7.5350308418273926,593321.68102264404,98946.675658226013,299329.90670204163,129573.37498664856,31664.960086345673
15,"Forestry, forest products, and timber tract production",6.3558535575866699,701274.8122215271,530391.45469665527,0,45207.668095827103,1688.5733930394054
16,Commercial logging,46.782855987548828,2530617.4755096436,569423.19869995117,296830.62434196472,28720.31182050705,68178.936839103699
17,Commercial fishing,0,0,0,0,0,0
18,Commercial hunting and trapping,6.7368102073669434,175489.06803131104,0,36101.121455430984,0,38494.84771490097
19,Support activities for agriculture and forestry,689.6512451171875,13631994.247436523,6209734.4398498535,2343371.6297149658,-1267654.1805267334,1164201.1404037476
20,Oil and gas extraction,60.869911193847656,36867267.608642578,0,34758533.477783203,5567.6382035017014,265368.40200424194
21,Coal mining,0,0,0,0,0,0
22,"Copper, nickel, lead, and zinc mining",0,0,0,0,0,0
23,Iron ore mining,0,0,0,0,0,0
24,Gold ore mining,0,0,0,0,0,0
25,Silver ore mining,0,0,0,0,0,0
26,Uranium-radium-vanadium ore mining,0,0,0,0,0,0
27,Other metal ore mining,0,0,0,0,0,0
28,Stone mining and quarrying,0,0,0,0,0,0
29,Sand and gravel mining,117.02243041992188,15211899.757385254,2968768.3582305908,536720.99113464355,647861.00387573242,1333815.9322738648
30,"Other clay, ceramic, refractory minerals mining",0,0,0,0,0,0
31,"Potash, soda, and borate mineral mining",0,0,0,0,0,0
32,Phosphate rock mining,0,0,0,0,0,0
33,Other chemical and fertilizer mineral mining,0,0,0,0,0,0
34,Other nonmetallic minerals,0,0,0,0,0,0
35,Drilling oil and gas wells,19.122587203979492,5330348.4916687012,0,2722306.489944458,0,163052.87182331085
36,Support activities for oil and gas operations,6.5443305969238281,3701151.1325836182,0,3464525.9380340576,257.20417033880949,51567.744463682175
37,Metal mining services,6.5445327758789062,3975365.6387329102,0,3746734.3807220459,532.37401880323887,29863.0241304636
38,Other nonmetallic minerals services,6.5445370674133301,4048512.4588012695,0,3814862.9665374756,436.47570419125259,31224.146485328674
39,Electric power generation - Hydroelectric,0,0,0,0,0,0
40,Electric power generation - Fossil fuel,109.62582397460938,141153747.55859375,12117876.052856445,29402.671381831169,19216876.983642578,18739505.767822266
41,Electric power generation - Nuclear,0,0,0,0,0,0
42,Electric power generation - Solar,0,0,0,0,0,0
43,Electric power generation - Wind,0,0,0,0,0,0
44,Electric power generation - Geothermal,0,0,0,0,0,0
45,Electric power generation - Biomass,0,0,0,0,0,0
46,Electric power generation - All other,0,0,0,0,0,0
47,Electric power transmission and distribution,104.68167877197266,138756637.57324219,15705401.420593262,16981.339082121849,23916122.436523438,17053390.502929688
48,Natural gas distribution,41.037574768066406,27763107.299804688,3895235.3000640869,28860.079124569893,4372808.4564208984,2528082.8475952148
49,"Water, sewage and other systems",2.1019823551177979,645406.36539459229,196971.87840938568,3241.5736932307482,149598.74749183655,55056.601762771606
50,Construction of new health care structures,136.49855041503906,18761240.005493164,5273651.123046875,2050164.2227172852,2828960.4187011719,205044.99971866608
51,Construction of new manufacturing structures,239.21867370605469,33925575.256347656,10332681.655883789,3389512.0620727539,3018519.6399688721,331323.35543632507
52,Construction of new power and communication structures,300.52664184570312,48086471.557617188,11187884.330749512,4730973.2437133789,9656023.9791870117,763877.80904769897
53,Construction of new educational and vocational structures,352.54733276367188,47168540.954589844,18330240.249633789,4309788.703918457,6463030.8151245117,396868.16930770874
54,Construction of new highways and streets,283.61669921875,53801147.4609375,12421150.207519531,3983075.1419067383,9714402.1987915039,445257.66372680664
55,"Construction of new commercial structures, including farm structures",529.93963623046875,62407978.057861328,19525365.829467773,7965874.195098877,4152740.9553527832,982587.27788925171
56,Construction of other new nonresidential structures,683.4815673828125,52747779.846191406,26611158.37097168,10262328.147888184,-16010751.724243164,659137.7854347229
57,Construction of new single-family residential structures,824.90020751953125,114627632.14111328,30443119.049072266,12987206.45904541,19252813.339233398,3071473.1216430664
58,Construction of new multifamily residential structures,254.58473205566406,25641609.191894531,9500331.8786621094,4059983.7303161621,5500449.6574401855,528586.9836807251
59,Construction of other new residential structures,576.68365478515625,108359436.03515625,22548639.297485352,9018562.3168945312,12927308.082580566,1666900.0387191773
60,Maintenance and repair construction of nonresidential structures,389.29269409179688,73545005.798339844,14699349.403381348,6218602.6573181152,6914778.2325744629,1102387.6667022705
