Industry Detail ,,,,,,,
IndustryCode,Description,Employment,Output,EmployeeCompensation,ProprietorIncome,OtherPropertyTypeIncome,TaxOnProductionAndImports
0,Total,10496.847735755146,1631631253.3486633,436490159.7064454,138789805.28979445,162230775.11317933,32599395.984433614
1,Oilseed farming,1.0854099988937378,2230573.4157562256,8333.2080394029617,3255882.2631835938,-1114609.4799041748,-26283.688843250275
2,Grain farming,310.7855224609375,106874755.859375,12555183.410644531,56209510.803222656,-6686320.7817077637,-44575000.762939453
3,Vegetable and melon farming,798.44732666015625,83537536.62109375,25307455.062866211,16552467.346191406,-388976.51433944702,14402.137137949467
4,Fruit farming,160.27693176269531,15916571.617126465,3303923.1300354004,4443716.5260314941,1125285.1486206055,3394.1031433641911
5,Tree nut farming,0.45501536130905151,22260.172292590141,15628.058463335037,3861.8908729404211,1621.5390060096979,9.4646848083357327
6,"Greenhouse, nursery, and floriculture production",1.7651859521865845,214617.55037307739,80270.648002624512,25771.256536245346,25620.834901928902,20.479183149291202
7,Tobacco farming,0,0,0,0,0,0
8,Cotton farming,0,0,0,0,0,0
9,Sugarcane and sugar beet farming,0,0,0,0,0,0
10,All other crop farming,193.59092712402344,6661021.7094421387,2645316.1239624023,1568290.5912399292,19871.748983860016,-104739.42756652832
11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",92.049659729003906,31145097.732543945,583978.83176803589,10035151.481628418,1197378.396987915,1473728.0607223511
12,Dairy cattle and milk production,11.048518180847168,7204784.8701477051,350700.7360458374,755913.25759887695,228599.81656074524,27039.807289838791
13,Poultry and egg production,6.9565954208374023,6857844.352722168,488129.61578369141,103146.78400754929,195449.05424118042,214313.46237659454
14,"Animal production, except cattle and poultry and eggs",0.96160894632339478,317350.17895698547,33741.623163223267,230641.46935939789,15032.541006803513,20060.079172253609
15,"Forestry, forest products, and timber tract production",0.64179658889770508,51042.210310697556,37185.505032539368,0,-135.1310929749161,1471.9626633450389
16,Commercial logging,8.8814325332641602,2398125.6484985352,39922.002702951431,2036761.5222930908,-2630.127826705575,26498.870924115181
17,Commercial fishing,0,0,0,0,0,0
18,Commercial hunting and trapping,1.4780421257019043,488022.98307418823,0,450537.53256797791,0,14956.138096749783
19,Support activities for agriculture and forestry,1483.624755859375,56822689.056396484,54339122.772216797,1029853.2247543335,-11626804.351806641,1904372.4536895752
20,Oil and gas extraction,10.710755348205566,2438391.4470672607,0,1320.5581344664097,0,2019.8957063257694
21,Coal mining,0,0,0,0,0,0
22,"Copper, nickel, lead, and zinc mining",0,0,0,0,0,0
23,Iron ore mining,0,0,0,0,0,0
24,Gold ore mining,0,0,0,0,0,0
25,Silver ore mining,0,0,0,0,0,0
26,Uranium-radium-vanadium ore mining,0,0,0,0,0,0
27,Other metal ore mining,0,0,0,0,0,0
28,Stone mining and quarrying,0,0,0,0,0,0
29,Sand and gravel mining,4.2731142044067383,488748.07357788086,0,105169.1472530365,0,28476.975858211517
30,"Other clay, ceramic, refractory minerals mining",0,0,0,0,0,0
31,"Potash, soda, and borate mineral mining",0,0,0,0,0,0
32,Phosphate rock mining,0,0,0,0,0,0
33,Other chemical and fertilizer mineral mining,0,0,0,0,0,0
34,Other nonmetallic minerals,0,0,0,0,0,0
35,Drilling oil and gas wells,1.1092404127120972,258562.29662895203,0,-154.06840248033404,0,5087.4692387878895
36,Support activities for oil and gas operations,1.1574441194534302,197968.14024448395,0,141.22560969553888,0,4072.3802521824837
37,Metal mining services,1.1564815044403076,262809.21697616577,0,141.45052409730852,0,4888.0022950470448
38,Other nonmetallic minerals services,1.1566625833511353,255998.84986877441,0,142.54300913307816,0,940.97235705703497
39,Electric power generation - Hydroelectric,0,0,0,0,0,0
40,Electric power generation - Fossil fuel,0,0,0,0,0,0
41,Electric power generation - Nuclear,0,0,0,0,0,0
42,Electric power generation - Solar,0,0,0,0,0,0
43,Electric power generation - Wind,0,0,0,0,0,0
44,Electric power generation - Geothermal,0,0,0,0,0,0
45,Electric power generation - Biomass,0,0,0,0,0,0
46,Electric power generation - All other,0,0,0,0,0,0
47,Electric power transmission and distribution,14.015009880065918,23603599.548339844,1584649.5628356934,-222.83934231381863,6144701.4808654785,4887465.4769897461
48,Natural gas distribution,0,0,0,0,0,0
49,"Water, sewage and other systems",0,0,0,0,0,0
50,Construction of new health care structures,6.4197049140930176,883312.94059753418,221717.19372272492,114334.14369821549,137365.53490161896,14672.275632619858
51,Construction of new manufacturing structures,11.282637596130371,1605010.2710723877,447542.72699356079,179584.78629589081,159574.07653331757,23419.296368956566
52,Construction of new power and communication structures,14.32499885559082,2295193.1953430176,490281.55207633972,267882.64513015747,456585.91389656067,43809.801340103149
