Industry Detail ,,,,,,,
IndustryCode,Description,Employment,Output,EmployeeCompensation,ProprietorIncome,OtherPropertyTypeIncome,TaxOnProductionAndImports
0,Total,194764.30228292942,31974439159.695061,9945545050.6848278,1124251928.1958301,5569941368.8841743,2115247955.1865072
1,Oilseed farming,3.627183198928833,1503923.4161376953,5404.1114635765553,893617.68960952759,521452.36730575562,-19810.555502772331
2,Grain farming,13.46080493927002,2021213.5314941406,210487.93196678162,368407.63688087463,644142.62771606445,-27372.116222977638
3,Vegetable and melon farming,411.19732666015625,29307804.107666016,7168990.1351928711,2538093.3284759521,5980944.6334838867,10932.656936347485
4,Fruit farming,72.598098754882812,3835311.6512298584,994570.13607025146,260140.38920402527,1099068.7608718872,1861.6744782775641
5,Tree nut farming,1.8267990350723267,43965.596705675125,35789.433866739273,2526.9510224461555,3346.496494486928,35.813525755656883
6,"Greenhouse, nursery, and floriculture production",309.02642822265625,19934635.162353516,8238832.4737548828,759486.43684387207,4012059.211730957,3569.3980753421783
7,Tobacco farming,0,0,0,0,0,0
8,Cotton farming,0,0,0,0,0,0
9,Sugarcane and sugar beet farming,0,0,0,0,0,0
10,All other crop farming,294.74819946289062,5158584.1178894043,2562153.1009674072,366630.1965713501,532787.85943984985,-73701.843619346619
11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",21.580429077148438,1893736.6008758545,44645.581394433975,211563.21465969086,486921.0422039032,65695.531666278839
12,Dairy cattle and milk production,42.856246948242188,11315276.145935059,771897.61400222778,459656.26835823059,935490.78702926636,281571.00081443787
13,Poultry and egg production,27.537372589111328,9685430.5267333984,835562.58678436279,99203.065037727356,269041.09120368958,51993.783563375473
14,"Animal production, except cattle and poultry and eggs",65.062141418457031,5338852.4055480957,722364.90249633789,1548085.2127075195,2532917.9763793945,284929.00729179382
15,"Forestry, forest products, and timber tract production",9.551335334777832,1234097.3615646362,963143.70632171631,0,82093.097269535065,2537.5240948051214
16,Commercial logging,21.1326904296875,1840668.797492981,1043011.1885070801,6168.66210475564,52606.932818889618,30829.038470983505
17,Commercial fishing,0,0,0,0,0,0
18,Commercial hunting and trapping,1.6637910604476929,77484.875917434692,0,43232.209980487823,0,9507.0786774158478
19,Support activities for agriculture and forestry,300.16378784179688,11908204.078674316,10470349.311828613,823906.5408706665,-2137415.6475067139,501946.74730300903
20,Oil and gas extraction,14.000956535339356,1695424.7951507568,0,1059291.8395996094,1736.9977431371808,61038.553714752197
21,Coal mining,0,0,0,0,0,0
22,"Copper, nickel, lead, and zinc mining",0,0,0,0,0,0
23,Iron ore mining,0,0,0,0,0,0
24,Gold ore mining,0,0,0,0,0,0
25,Silver ore mining,0,0,0,0,0,0
26,Uranium-radium-vanadium ore mining,0,0,0,0,0,0
27,Other metal ore mining,0,0,0,0,0,0
28,Stone mining and quarrying,66.464591979980469,20099300.384521484,6292404.1748046875,169135.97285747528,4822443.0084228516,892185.92643737793
29,Sand and gravel mining,13.422398567199707,2452362.5373840332,849648.65446090698,149572.13401794434,185415.01462459564,152306.03516101837
30,"Other clay, ceramic, refractory minerals mining",16.141590118408203,2655125.1411437988,520111.44161224365,105383.82083177567,121826.9094824791,176109.46297645569
31,"Potash, soda, and borate mineral mining",0,0,0,0,0,0
32,Phosphate rock mining,0,0,0,0,0,0
33,Other chemical and fertilizer mineral mining,0,0,0,0,0,0
34,Other nonmetallic minerals,0,0,0,0,0,0
35,Drilling oil and gas wells,6.2352604866027832,141368.94047260284,452489.55488204956,17417.766153812408,-4120713.2339477539,52790.213376283646
36,Support activities for oil and gas operations,10.768901824951172,120204.25498485565,644840.65771102905,55990.464985370636,-3547321.7964172363,84367.536008358002
37,Metal mining services,1.5053367614746094,186835.31880378723,0,113596.03703022003,177.76404274627566,6868.9254112541676
38,Other nonmetallic minerals services,1.5053378343582153,195383.20600986481,0,113405.17550706863,161.27724666148424,7182.0029988884926
39,Electric power generation - Hydroelectric,102.67691802978516,32663711.547851562,1388518.9294815064,18436.240032315254,1606227.5171279907,5733855.7243347168
40,Electric power generation - Fossil fuel,214.4615478515625,279337371.82617188,24914508.819580078,15540.443360805512,39510147.094726562,36775440.216064453
41,Electric power generation - Nuclear,0,0,0,0,0,0
42,Electric power generation - Solar,0,0,0,0,0,0
43,Electric power generation - Wind,0,0,0,0,0,0
44,Electric power generation - Geothermal,0,0,0,0,0,0
45,Electric power generation - Biomass,0,0,0,0,0,0
46,Electric power generation - All other,0,0,0,0,0,0
47,Electric power transmission and distribution,523.88299560546875,715597534.1796875,86992134.094238281,20835.421979427338,132471267.70019531,85417480.46875
48,Natural gas distribution,96.886245727539062,46874092.102050781,401946.36583328247,14280.584640800953,451226.77087783813,6017169.4755554199
49,"Water, sewage and other systems",20.052642822265625,4694791.7938232422,1060724.6160507202,6810.6525577604771,805612.86211013794,526946.12741470337
50,Construction of new health care structures,288.38906860351562,43104496.002197266,11915173.530578613,6609584.3315124512,6391692.1615600586,433612.28704452515
51,Construction of new manufacturing structures,460.53414916992188,68596275.329589844,19430763.244628906,10404791.831970215,5676371.0975646973,638596.95196151733
52,Construction of new power and communication structures,631.13507080078125,111515823.36425781,26502962.112426758,14861219.40612793,22874141.693115234,1605198.2641220093
53,Construction of new educational and vocational structures,779.1885986328125,113868179.32128906,44410976.409912109,13869544.02923584,15658797.264099121,878268.5399055481
54,Construction of new highways and streets,581.7626953125,117039924.62158203,26607192.993164062,12840292.930603027,20809101.104736328,913472.77164459229
55,"Construction of new commercial structures, including farm structures",1116.1199951171875,143836837.76855469,44177997.589111328,25468120.574951172,9395971.2982177734,2071319.8184967041
56,Construction of other new nonresidential structures,1426.5108642578125,123302726.74560547,59618053.436279297,33005268.096923828,-35869533.538818359,1376594.6626663208
57,Construction of new single-family residential structures,1787.8291015625,268983123.77929688,69945602.416992188,42215198.516845703,44234943.389892578,6663519.8593139648
58,Construction of new multifamily residential structures,547.67425537109375,61710597.991943359,21800161.361694336,13130605.697631836,12621737.480163574,1138204.81300354
59,Construction of other new residential structures,1235.4339599609375,247689407.34863281,51988529.205322266,29073522.567749023,29805423.736572266,3574605.9417724609
60,Maintenance and repair construction of nonresidential structures,833.3272705078125,167498870.84960938,33729656.219482422,20047597.885131836,15866899.490356445,2361948.9669799805
61,Maintenance and repair construction of residential structures,419.10562133789062,87798683.166503906,16636444.091796875,8643715.8584594727,10098503.112792969,2306599.1401672363
62,"Maintenance and repair construction of highways, streets, bridges, and tunnels",301.2239990234375,30248376.846313477,12311060.905456543,7163582.3249816895,-6332164.7644042969,509207.60631561279
63,Dog and cat food manufacturing,0,0,0,0,0,0
64,Other animal food manufacturing,46.806053161621094,48116405.487060547,2652083.158493042,66146.261990070343,1004467.9641723633,2659666.2998199463
65,Flour milling,0,0,0,0,0,0
66,Rice milling,0,0,0,0,0,0
67,Malt manufacturing,0,0,0,0,0,0
68,Wet corn milling,0,0,0,0,0,0
69,Soybean and other oilseed processing,0,0,0,0,0,0
70,Fats and oils refining and blending,0,0,0,0,0,0
