Industry Detail ,,,,,,,
IndustryCode,Description,Employment,Output,EmployeeCompensation,ProprietorIncome,OtherPropertyTypeIncome,TaxOnProductionAndImports
0,Total,2611.9232101738453,269804890.83367866,90161088.180029765,10268970.348814037,37276108.275433213,18028329.661363386
1,Oilseed farming,0,0,0,0,0,0
2,Grain farming,0,0,0,0,0,0
3,Vegetable and melon farming,0,0,0,0,0,0
4,Fruit farming,0,0,0,0,0,0
5,Tree nut farming,0,0,0,0,0,0
6,"Greenhouse, nursery, and floriculture production",0,0,0,0,0,0
7,Tobacco farming,0,0,0,0,0,0
8,Cotton farming,0,0,0,0,0,0
9,Sugarcane and sugar beet farming,0,0,0,0,0,0
10,All other crop farming,0,0,0,0,0,0
11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",0,0,0,0,0,0
12,Dairy cattle and milk production,0,0,0,0,0,0
13,Poultry and egg production,0,0,0,0,0,0
14,"Animal production, except cattle and poultry and eggs",0,0,0,0,0,0
15,"Forestry, forest products, and timber tract production",0.75133943557739258,68688.385188579559,49604.017287492752,0,4227.9749177396297,199.60997451562434
16,Commercial logging,16.027168273925781,1497934.9374771118,676152.82535552979,227274.16455745697,34103.494137525558,23412.508890032768
17,Commercial fishing,0,0,0,0,0,0
18,Commercial hunting and trapping,0.17893184721469879,28540.700674057007,0,24958.80052447319,0,1022.4354919046164
19,Support activities for agriculture and forestry,3.0882556438446045,236329.3319940567,0,208077.0879983902,0,5226.0025404393673
20,Oil and gas extraction,0.57606852054595947,306489.9742603302,0,288654.02936935425,46.285644202725962,2511.4277377724648
21,Coal mining,0,0,0,0,0,0
22,"Copper, nickel, lead, and zinc mining",0,0,0,0,0,0
23,Iron ore mining,0,0,0,0,0,0
24,Gold ore mining,0,0,0,0,0,0
25,Silver ore mining,0,0,0,0,0,0
26,Uranium-radium-vanadium ore mining,0,0,0,0,0,0
27,Other metal ore mining,0,0,0,0,0,0
28,Stone mining and quarrying,0,0,0,0,0,0
29,Sand and gravel mining,0,0,0,0,0,0
30,"Other clay, ceramic, refractory minerals mining",0,0,0,0,0,0
31,"Potash, soda, and borate mineral mining",0,0,0,0,0,0
32,Phosphate rock mining,0,0,0,0,0,0
33,Other chemical and fertilizer mineral mining,0,0,0,0,0,0
34,Other nonmetallic minerals,0,0,0,0,0,0
35,Drilling oil and gas wells,0.56415456533432007,114573.28498363495,0,21616.831421852112,0,4810.3858716785908
36,Support activities for oil and gas operations,0,0,0,0,0,0
37,Metal mining services,0,0,0,0,0,0
38,Other nonmetallic minerals services,0,0,0,0,0,0
39,Electric power generation - Hydroelectric,0,0,0,0,0,0
40,Electric power generation - Fossil fuel,0,0,0,0,0,0
41,Electric power generation - Nuclear,0,0,0,0,0,0
42,Electric power generation - Solar,0,0,0,0,0,0
43,Electric power generation - Wind,0,0,0,0,0,0
44,Electric power generation - Geothermal,0,0,0,0,0,0
45,Electric power generation - Biomass,0,0,0,0,0,0
46,Electric power generation - All other,0,0,0,0,0,0
47,Electric power transmission and distribution,3.345623254776001,3243404.3884277344,24137.018248438835,8942.2566816210747,36755.755543708801,550782.68051147461
48,Natural gas distribution,0,0,0,0,0,0
49,"Water, sewage and other systems",0,0,0,0,0,0
