Industry Detail ,,,,,,,
IndustryCode,Description,Employment,Output,EmployeeCompensation,ProprietorIncome,OtherPropertyTypeIncome,TaxOnProductionAndImports
0,Total,126594.78849512339,31714001593.664291,5815102885.6113558,1060108519.199828,5486414629.7161207,1363086889.5240128
1,Oilseed farming,0,0,0,0,0,0
2,Grain farming,8.602290153503418,1565246.9396591187,284885.04886627197,606817.30508804321,17268.70983839035,-652828.45497131348
3,Vegetable and melon farming,219.29840087890625,12806774.139404297,6010981.559753418,1870515.2273178101,-1523767.5905227661,2207.9285699874163
4,Fruit farming,2404.36669921875,126965690.61279297,40832466.125488281,26129047.393798828,3817356.3480377197,27074.588462710381
5,Tree nut farming,12.438731193542481,355461.98487281799,386641.53218269348,45457.448810338974,-94546.176493167877,151.13700646907091
6,"Greenhouse, nursery, and floriculture production",260.2261962890625,18850025.177001953,10923009.872436523,1668486.475944519,-1027456.1643600464,1798.7024039030075
7,Tobacco farming,0,0,0,0,0,0
8,Cotton farming,0,0,0,0,0,0
9,Sugarcane and sugar beet farming,0,0,0,0,0,0
10,All other crop farming,306.46554565429688,4836693.286895752,2975939.7506713867,839411.02027893066,-741342.24653244019,-76053.276658058166
11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",373.9193115234375,55008453.369140625,1597995.9964752197,13064839.363098145,6207475.1853942871,2602897.6440429688
12,Dairy cattle and milk production,522.335693359375,188666183.47167969,14228154.182434082,14591012.001037598,6145055.2940368652,708070.75500488281
13,Poultry and egg production,12.656198501586914,7180903.9115905762,791891.21723175049,79613.663256168365,-47718.27906370163,224409.35671329498
14,"Animal production, except cattle and poultry and eggs",21.782369613647461,3733934.8793029785,615081.66790008545,2000349.2832183838,686837.67318725586,236026.43609046936
15,"Forestry, forest products, and timber tract production",46.822334289550781,3995628.3569335938,931025.98190307617,2049743.4139251709,-3383.3226189017296,104853.65986824036
