Industry Detail ,,,,,,,
IndustryCode,Description,Employment,Output,EmployeeCompensation,ProprietorIncome,OtherPropertyTypeIncome,TaxOnProductionAndImports
0,Total,11736.209923803806,2234522877.6764126,567932776.54499984,87780577.074925527,332130457.32777655,157759933.85495806
1,Oilseed farming,0.089317955076694489,75033.582746982574,461.12883137539029,43400.205671787262,28244.76920068264,-884.14899073541164
2,Grain farming,52.86639404296875,10150042.533874512,1961492.7768707275,2115370.512008667,1821797.251701355,-4233348.8464355469
3,Vegetable and melon farming,102.77753448486328,6566565.990447998,3272472.620010376,515588.64116668701,-528188.88425827026,1132.0968624204397
4,Fruit farming,814.80987548828125,45547077.178955078,15552915.573120117,5038963.794708252,4799001.2168884277,9712.6113250851631
5,Tree nut farming,0.96502900123596191,31198.712065815926,36031.64479136467,2144.8261104524136,-8548.0660200119019,13.265215784485918
6,"Greenhouse, nursery, and floriculture production",38.684120178222656,3219263.3152008057,1980701.0889053345,153183.07280540466,-158943.0570602417,307.187729049474
7,Tobacco farming,0,0,0,0,0,0
8,Cotton farming,0,0,0,0,0,0
9,Sugarcane and sugar beet farming,0,0,0,0,0,0
10,All other crop farming,402.1253662109375,6165235.9962463379,4027701.8547058105,575200.61731338501,-684525.66862106323,-96943.579614162445
11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",96.702079772949219,13457953.453063965,415104.38919067383,1718292.8323745728,2972575.4261016846,636805.29594421387
12,Dairy cattle and milk production,15.401728630065918,6053399.0859985352,484714.3292427063,251671.58246040344,385449.37968254089,22718.615829944611
13,Poultry and egg production,0.18500937521457672,117431.94609880447,13750.063255429268,699.90369956940413,-978.28451544046402,3669.8479671031237
14,"Animal production, except cattle and poultry and eggs",22.361637115478516,3997265.5773162842,699135.12468338013,1151186.2277984619,1712960.8392715454,252671.86760902405
15,"Forestry, forest products, and timber tract production",0.73332220315933228,66812.54506111145,51010.727882385254,0,-185.37156574893743,1681.8769508972764
16,Commercial logging,113.23233795166016,13209806.442260742,4516517.162322998,4858578.6819458008,-297555.65524101257,338405.37071228027
17,Commercial fishing,0,0,0,0,0,0
18,Commercial hunting and trapping,1.1319446563720703,73405.571281909943,0,48801.7238676548,0,11454.018764197826
19,Support activities for agriculture and forestry,381.611328125,21643186.569213867,23110351.5625,112805.99236488342,-4944863.3193969727,490539.10374641418
20,Oil and gas extraction,0,0,0,0,0,0
21,Coal mining,0,0,0,0,0,0
22,"Copper, nickel, lead, and zinc mining",0,0,0,0,0,0
23,Iron ore mining,0,0,0,0,0,0
24,Gold ore mining,0,0,0,0,0,0
25,Silver ore mining,0,0,0,0,0,0
26,Uranium-radium-vanadium ore mining,0,0,0,0,0,0
27,Other metal ore mining,0,0,0,0,0,0
28,Stone mining and quarrying,0.75826370716094971,144995.61488628388,34720.722585916519,14842.696487903595,-897.53925567492843,5938.4149499237537
29,Sand and gravel mining,0.85154038667678833,137107.62560367584,49406.427890062332,11838.775128126144,-516.32488612085581,5614.5084090530872
30,"Other clay, ceramic, refractory minerals mining",0,0,0,0,0,0
31,"Potash, soda, and borate mineral mining",0,0,0,0,0,0
32,Phosphate rock mining,0,0,0,0,0,0
33,Other chemical and fertilizer mineral mining,0,0,0,0,0,0
34,Other nonmetallic minerals,0,0,0,0,0,0
35,Drilling oil and gas wells,0,0,0,0,0,0
36,Support activities for oil and gas operations,0,0,0,0,0,0
37,Metal mining services,0,0,0,0,0,0
38,Other nonmetallic minerals services,0,0,0,0,0,0
39,Electric power generation - Hydroelectric,0,0,0,0,0,0
40,Electric power generation - Fossil fuel,0,0,0,0,0,0
41,Electric power generation - Nuclear,0,0,0,0,0,0
42,Electric power generation - Solar,0,0,0,0,0,0
43,Electric power generation - Wind,34.594322204589844,59850055.694580078,2420623.3024597168,919.08924514427781,27631937.026977539,10647183.418273926
44,Electric power generation - Geothermal,0,0,0,0,0,0
45,Electric power generation - Biomass,0,0,0,0,0,0
46,Electric power generation - All other,0,0,0,0,0,0
47,Electric power transmission and distribution,3.0484435558319092,4889866.828918457,293861.62757873535,105.52312596701086,1139489.7699356079,1066595.7927703857
48,Natural gas distribution,25.098007202148438,25461969.375610352,2980630.3977966309,-3442.0604351907969,8611302.375793457,3514361.6199493408
