Industry Detail ,,,,,,,
IndustryCode,Description,Employment,Output,EmployeeCompensation,ProprietorIncome,OtherPropertyTypeIncome,TaxOnProductionAndImports
0,Total,1800023.8642896712,464678104610.58838,154034769611.84665,17783054622.920914,119164388845.91025,18468084145.695629
1,Oilseed farming,0,0,0,0,0,0
2,Grain farming,2.2367298603057861,362759.61995124817,59501.21209025383,207057.10351467133,-55764.768272638321,-151298.68686199188
3,Vegetable and melon farming,642.7652587890625,36663326.263427734,15508064.270019531,7884051.7997741699,-5191162.109375,6320.8742067217827
4,Fruit farming,93.565650939941406,4439040.1840209961,1286555.1710128784,1345000.3862380981,-156947.89588451386,946.59585738554597
5,Tree nut farming,0.77346599102020264,23610.856384038925,23144.466802477837,4445.4908929765224,-5175.6249740719795,10.038975233328529
6,"Greenhouse, nursery, and floriculture production",330.34085083007812,26681478.500366211,13933504.104614258,3477096.3191986084,-1042151.2126922607,2545.9933094680309
7,Tobacco farming,0,0,0,0,0,0
8,Cotton farming,0,0,0,0,0,0
9,Sugarcane and sugar beet farming,0,0,0,0,0,0
10,All other crop farming,1532.44775390625,17786346.435546875,9862394.3328857422,4544738.76953125,-3102844.9535369873,-279676.55658721924
11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",121.7392578125,12433413.505554199,325504.27317619324,4347715.3778076172,44040.720909833908,588325.97732543945
12,Dairy cattle and milk production,95.512603759765625,33227317.810058594,2258238.7924194336,3783404.1118621826,116149.96939897537,124703.27317714691
13,Poultry and egg production,0.86708128452301025,509736.71674728394,50658.505409955978,8320.5206319689751,-502.50953063368797,15929.704532027245
14,"Animal production, except cattle and poultry and eggs",51.281715393066406,7613200.1876831055,1130195.0216293335,6004853.2485961914,-429168.85018348694,481239.34864997864
15,"Forestry, forest products, and timber tract production",100.87287902832031,18251880.645751953,10680891.036987305,5412175.178527832,-38814.060389995575,229846.87983989716
16,Commercial logging,321.21749877929688,73673896.789550781,13930113.792419434,48939762.115478516,-917739.09330368042,959334.8503112793
17,Commercial fishing,1241.996337890625,220951278.68652344,138363586.42578125,34174419.403076172,26802322.387695312,15330471.992492676
18,Commercial hunting and trapping,0,0,0,0,0,0
19,Support activities for agriculture and forestry,581.34674072265625,43805290.222167969,17722332.000732422,24746545.791625977,-3792002.4394989014,750124.51410293579
20,Oil and gas extraction,732.5367431640625,167806732.17773438,538889.34850692749,651182.05547332764,-61019.6553170681,138135.82062721252
21,Coal mining,61.492576599121094,18187263.488769531,0,6003865.2420043945,0,919320.22571563721
22,"Copper, nickel, lead, and zinc mining",0,0,0,0,0,0
23,Iron ore mining,0,0,0,0,0,0
24,Gold ore mining,0,0,0,0,0,0
25,Silver ore mining,0,0,0,0,0,0
26,Uranium-radium-vanadium ore mining,0,0,0,0,0,0
27,Other metal ore mining,0,0,0,0,0,0
